ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
16-3;16;Projekt;Zwiêkszenie dostêpnoœci i jakoœci specjalistycznych œwiadczeñ zdrowotnych w szpitalnym  oddziale ratunkowym  Zespo³u Opieki Zdrowotnej z siedzib¹ w Strzelcach Opolskich poprzez rozbudowê obiektu i zakup nowej specjalistycznej aparatury.;POIS.12.01.00-00-270/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;7,037,530.00;5,597,480.00;4,757,850.00;4,757,850.00;Zespó³ Opieki Zdrowotnej;7561747987;47-100;Strzelce Opolskie;Opolskie;Powiat strzelecki;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-270/08-07;Nie;2011/01/31;2011/01/31
32-5;32;Projekt;Przebudowa z rozbudow¹ Szpitalnego Oddzia³u Ratunkowego wraz z zakupem wyrobów medycznych.;POIS.12.01.00-00-300/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;21,967,984.00;18,006,544.30;15,305,562.65;15,305,562.65;Szpital Wojewódzki im. Miko³aja Kopernika w Koszalinie;6691044410;75-581;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;;;2011/03/01;2011/03/01
20-3;20;Projekt;Poprawa jakoœci systemu ratownictwa medycznego poprzez modernizacjê Szpitalnego Oddzia³u Ratunkowego w Szpitalu Wojewódzkim w Suwa³kach;POIS.12.01.00-00-331/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;11,003,061.98;11,003,061.98;9,352,602.68;9,352,602.68;Samodzielny Publiczny Szpital Wojewódzki ;8441786376;16-400;Suwa³ki;Podlaskie;Powiat m. Suwa³ki / Powiat suwalski;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-331/08-03;Nie;2011/03/11;2011/03/14
20-4;20;Projekt;Poprawa jakoœci systemu ratownictwa medycznego poprzez modernizacjê Szpitalnego Oddzia³u Ratunkowego w Szpitalu Wojewódzkim w £om¿y;POIS.12.01.00-00-333/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.01.00;;2,817,283.49;2,817,283.49;2,394,690.96;2,394,690.96;Samodzielny Publiczny Zak³ad Opieki Zdrowotnej Szpital Wojewódzki imienia Kardyna³a Stefana Wyszyñskiego ;7181689321;18-404;£om¿a;Podlaskie;Powiat m. £om¿a;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.01.00-00-333/08-07;Nie;2011/02/24;2011/02/24
02-6;02;Projekt;Poprawa diagnostyki obrazowej w 4 Wojskowym Szpitalu Klinicznym we Wroc³awiu.;POIS.12.02.00-00-008/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.02.00;;9,886,019.35;9,876,019.35;8,394,616.44;8,394,616.44;4 Wojskowy Szpital Kliniczny z Poliklinik¹ Samodzielny Publiczny Zak³ad Opieki Zdrowotnej we Wroc³awiu;8992228956;50-981;Wroc³aw;;;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;;;2011/01/31;2011/02/03
12-3;12;Projekt;Zakup i instalacja SPECT-CT oraz modernizacja oœrodka medycyny nuklearnej w Oddziale Klinicznym Endokrynologii Szpitala Uniwersyteckiego w Krakowie.;POIS.12.02.00-00-041/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.12.00.00;POIS.12.02.00;;7,224,699.75;7,212,005.65;7,212,005.65;6,130,204.80;Samodzielny Publiczny Zak³ad Opieki Zdrowotnej Szpital Uniwersytecki w Krakowie;6751199442;31-501;Kraków;Ma³opolskie;Powiat m. Kraków;76 Infrastruktura ochrony zdrowia;publiczny zak³ad opieki zdrowotnej;00 Nie dotyczy;POIS.12.02.00-00-041/08-04;Nie;2011/02/02;2011/02/03
30-4;30;Projekt;Uniwersyteckie Centrum Biologii Medycznej w Poznaniu;POIS.13.01.00-00-002/08-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;74,011,663.99;53,900,000.00;53,900,000.00;45,815,000.00;Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu ;7770003104;61-701;Poznañ;Wielkopolskie;Powiat m. Poznañ;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-002/08-18;Nie;2011/02/15;2011/02/15
24-4;24;Projekt;Œl¹skie Miêdzyuczelniane Centrum Edukacji i Badañ Interdyscyplinarnych ;POIS.13.01.00-00-004/08-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;79,798,159.14;64,680,000.00;64,680,000.00;54,978,000.00;Uniwersytet Œl¹ski;6340197134;40-007;Katowice;Œl¹skie;Powiat m. Katowice;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-004/08-10;Nie;2011/03/01;2011/03/01
10-2;10;Projekt;Budowa i modernizacja Wydzia³ów Biologii, Fizyki i Chemii Uniwersytetu £ódzkiego;POIS.13.01.00-00-005/08-06;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;102,077,264.91;102,039,899.97;102,039,899.97;86,733,914.97;Uniwersytet £ódzki;7240003243;90-131;£ódŸ;£ódzkie;Powiat m. £ódŸ;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/04/14;2011/04/14
30-5;30;Projekt;Centrum Mechatroniki, Biomechaniki i Nanoin¿ynierii Politechniki Poznañskiej;POIS.13.01.00-00-006/08-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;66,849,950.30;43,120,000.00;43,120,000.00;36,652,000.00;Politechnika Poznañska;7770003699;60-965;Poznañ;;;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-006/08-14;Nie;2011/02/10;2011/02/10
32-6;32;Projekt;Rozbudowa kampusu Politechniki Koszaliñskiej przy ul. Œniadeckich;POIS.13.01.00-00-007/08-04;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;35,512,309.20;32,337,328.20;32,337,328.20;27,486,728.97;Politechnika Koszaliñska;6690505168;75-453;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-007/08-22;Nie;2011/02/11;2011/02/11
04-3;04;Projekt;Rozbudowa Wydzia³u Fizyki, Astronomii i Informatyki Stosowanej UMK w Toruniu- utworzenie Centrum Optyki Kwantowej- zastosowania w naukach przyrodniczych i biomedycznych;POIS.13.01.00-00-008/08-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;25,870,000.00;25,754,105.18;25,754,105.18;21,890,989.40;Uniwersytet Miko³aja Kopernika w Toruniu;8790177291;87-100;Toruñ;Kujawsko-pomorskie;Powiat m. Toruñ / Powiat toruñski;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/04/12;2011/04/12
02-7;02;Projekt;Budowa i wyposa¿enie Zintegrowanego Centrum Edukacji i Innowacji Wydzia³u Farmaceutycznego Akademii Medycznej we Wroc³awiu;POIS.13.01.00-00-010/08-04;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;125,922,385.85;79,060,000.00;79,060,000.00;67,201,000.00;Akademia Medyczna im. Piastów Œl¹skich we Wroc³awiu;8960005779;50-367;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-010/08-10;Nie;2011/02/09;2011/02/10
22-4;22;Projekt;Budowa Budynków Wydzia³ów Chemii i Biologii Uniwersytetu Gdañskiego;POIS.13.01.00-00-011/08-08;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;237,149,786.84;235,688,126.17;235,688,126.17;200,334,907.24;Uniwersytet Gdañski;5840203239;80-952;Gdañsk;;;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/05/27;2011/05/27
30-6;30;Projekt;Miêdzyuczelniane Centrum NanoBiomedyczne;POIS.13.01.00-00-013/08-04;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;111,400,000.00;111,400,000.00;111,400,000.00;94,690,000.00;Uniwersytet im. Adama Mickiewicza;7770006350;61-712;Poznañ;Wielkopolskie;Powiat m. Poznañ;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-013/08-06-K01;Nie;2011/02/15;2011/02/15
12-4;12;Projekt;Modernizacja Wydzia³u In¿ynierii Materia³owej i Ceramiki AGH Kraków;POIS.13.01.00-00-014/08-07;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;32,340,000.00;32,340,000.00;32,340,000.00;27,489,000.00;Akademia Górniczo-Hutnicza im. Stanis³awa Staszica w Krakowie;6750001923;30-059;Kraków;Ma³opolskie;Powiat m. Kraków;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-014/08-12;Nie;2011/02/11;2011/02/11
14-3;14;Projekt;Centrum Nowych Technologii ,,Ochota'' Uniwersytetu Warszawskiego;POIS.13.01.00-00-016/08-07;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;287,771,773.57;270,229,999.43;270,229,999.43;229,695,499.52;Uniwersytet Warszawski;5250011266;00-927;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/03/16;2011/03/16
18-6;18;Projekt;Kompleks Naukowo-Dydaktyczny Centrum Mikroelektroniki i Nanotechnologii Uniwersytet Rzeszowski;POIS.13.01.00-00-018/08-06;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;53,061,864.22;53,061,864.22;53,061,864.22;45,102,584.58;Uniwersytet Rzeszowski;8133238822;35-959;Rzeszów;;;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/05/04;2011/05/04
02-8;02;Projekt;Budowa kompleksu edukacyjno-badawczego Biotechnologii Uniwersytetu Wroc³awskiego;POIS.13.01.00-00-020/09-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;54,402,100.54;39,530,000.00;39,530,000.00;33,600,499.99;Uniwersytet Wroc³awski ;8960005408;50-137;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;;;2011/05/20;2011/05/20
02-9;02;Projekt;"Miêdzyuczelniane Centrum Dydaktyczno-Technologiczne ""Technopolis"" we Wroc³awiu";POIS.13.01.00-00-021/09-03;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;72,470,880.32;72,470,880.32;72,470,880.32;61,600,248.27;Politechnika Wroc³awska;8960005851;50-370;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-021/09-08;Nie;2011/02/15;2011/02/15
24-5;24;Projekt;"""Naukowo-Dydaktyczne Centrum Nowych Technologii - Politechnika Œl¹ska""";POIS.13.01.00-00-022/09-05;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;68,445,336.99;66,826,807.02;66,826,807.02;56,802,785.96;Politechnika Œl¹ska;6310200736;44-100;Gliwice;Œl¹skie;Powiat m. Gliwice;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-022/09-09;Nie;2011/03/01;2011/03/01
12-5;12;Projekt;Rozbudowa Uniwersytetu Pedagogicznego im. Komisji Edukacji Narodowej w Krakowie ;POIS.13.01.00-00-023/09-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;35,940,000.00;33,782,495.61;33,782,495.61;28,715,121.26;Uniwersytet Pedagogiczny  im. Komisji Edukacji Narodowej w Krakowie  ;6750200195;30-084;Kraków;Ma³opolskie;Powiat m. Kraków;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-023/09-08;Nie;2011/02/15;2011/02/15
32-7;32;Projekt;Centrum Nowych Technologii Medycznych Pomorskiego Uniwersytetu Medycznego w Szczecinie;POIS.13.01.00-00-024/09-04;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;24,502,728.04;22,783,211.04;22,783,211.04;19,365,729.38;Pomorski Uniwersytet Medyczny w Szczecinie;8520006757;70-204;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-024/09-08;Nie;2011/02/25;2011/02/25
14-4;14;Projekt;Rozbudowa Wydzia³u EiTI Politechniki Warszawskiej oraz utworzenie sieci laboratoriów dydaktycznych;POIS.13.01.00-00-046/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.13.00.00;POIS.13.01.00;;50,100,080.00;48,422,280.00;48,422,280.00;41,158,938.00;Politechnika Warszawska;5250005834;00-661;Warszawa;Mazowieckie;Powiat m. st. Warszawa;02 Infrastruktura B+RT (w tym wyposa¿enie w sprzêt, oprzyrz¹dowanie i szybkie sieci informatyczne ³¹cz¹ce oœrodki badawcze) oraz specjalistyczne oœrodki kompetencji technologicznych;uczelnia wy¿sza;00 Nie dotyczy;POIS.13.01.00-00-046/08-04;Nie;2011/03/17;2011/03/17
06;;Województwo;Lubelskie;;;;;;388754036.07;319830236.78;303838724.94;271855701.26;;;;;;;;;;;;;
06-1;06;Projekt;Sieæ szerokopasmowa Polski Wschodniej - województwo lubelskie;POPW.02.01.00-06-045/10-00;Program Operacyjny Rozwój Polski Wschodniej;POPW.02.00.00;POPW.02.01.00;;388,754,036.07;319,830,236.78;303,838,724.94;271,855,701.26;Samorz¹d Województwa Lubelskiego (Województwo Lubelskie);7122904545;20-074;Lublin;Lubelskie;Powiat m. Lublin;10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe);wspólnota samorz¹dowa - województwo;01 Obszar miejski;POPW.02.01.00-06-045/10-01;Nie;2011/01/21;2011/01/26
18-7;18;Projekt;Sieæ Szerokopasmowa Polski Wschodniej - województwo podkarpackie;POPW.02.01.00-18-048/10-00;Program Operacyjny Rozwój Polski Wschodniej;POPW.02.00.00;POPW.02.01.00;;296,033,485.25;243,829,785.29;231,638,296.03;207,255,317.50;Samorz¹d Województwa Podkarpackiego (Województwo Podkarpackie);8133315014;35-010;Rzeszów;Podkarpackie;Powiat m. Rzeszów;10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe);wspólnota samorz¹dowa - województwo;01 Obszar miejski;;;2011/03/11;2011/03/15
20-5;20;Projekt;Sieæ Szerokopasmowa Polski Wschodniej - województwo podlaskie;POPW.02.01.00-20-047/10-00;Program Operacyjny Rozwój Polski Wschodniej;POPW.02.00.00;POPW.02.01.00;;252,358,083.25;208,030,275.44;197,628,761.67;176,825,734.13;Samorz¹d Województwa Podlaskiego (Województwo Podlaskie);5422542016;15-888;Bia³ystok;Podlaskie;Powiat m. Bia³ystok;10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe);wspólnota samorz¹dowa - województwo;01 Obszar miejski;;;2011/04/15;2011/04/18
26-4;26;Projekt;Sieæ Szerokopasmowa Polski Wschodniej - województwo œwiêtokrzyskie;POPW.02.01.00-26-046/10-00;Program Operacyjny Rozwój Polski Wschodniej;POPW.02.00.00;POPW.02.01.00;;202,159,758.13;166,690,976.17;158,356,427.36;141,687,329.74;Samorz¹d Województwa Œwiêtokrzyskiego (Województwo Œwiêtokrzyskie);9591506120;25-516;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe);wspólnota samorz¹dowa - województwo;01 Obszar miejski;POPW.02.01.00-26-046/10-01;Nie;2011/01/27;2011/01/31
02-10;02;Projekt;Zakup taboru kolejowego dla Samorz¹du Województwa Dolnoœl¹skiego w latach 2008-2013;RPDS.03.02.00-02-001/09-01;Regionalny Program Operacyjny Województwa Dolnoœl¹skiego;RPDS.03.00.00;RPDS.03.02.00;;33,505,091.80;33,505,091.80;28,479,328.03;28,479,328.03;Województwo Dolnoœl¹skie- UMWD;8992233911;50-411;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;18 Tabor kolejowy;wspólnota samorz¹dowa - województwo;00 Nie dotyczy;RPDS.03.02.00-02-001/09-07;Nie;2011/03/22;2011/03/23
08-2;08;Projekt;Dokapitalizowanie Lubuskiego Funduszu Porêczeñ Kredytowych Sp. z o.o. w Zielonej Górze;RPLB.02.05.00-08-001/09-03;Regionalny Program Operacyjny Województwa Lubuskiego;RPLB.02.00.00;RPLB.02.05.00;;10,530,000.00;10,530,000.00;10,000,000.00;10,000,000.00;Lubuski Fundusz Porêczeñ Kredytowych Sp. z o.o. ;9291692041;65-058;Zielona Góra;Lubuskie;Powiat m. Zielona Góra;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;01 Obszar miejski;RPLB.02.05.00-08-001/09-04;Nie;2011/01/12;2011/01/13
08-3;08;Projekt;Dokapitalizowanie Funduszu Po¿yczkowego w Dobiegniewie;RPLB.02.05.00-08-003/09-02;Regionalny Program Operacyjny Województwa Lubuskiego;RPLB.02.00.00;RPLB.02.05.00;;3,160,000.00;3,160,000.00;3,000,000.00;3,000,000.00;Stowarzyszenie Wspierania Ma³ej Przedsiêbiorczoœci z siedzib¹ w Dobiegniewie;5941001307;66-520;Dobiegniew;Lubuskie;Powiat strzelecko-drezdenecki;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;stowarzyszenie;01 Obszar miejski;;;2011/04/19;2011/04/21
10-3;10;Projekt;"""Inwestycja w tabor kolejowy - modernizacja czterech elektrycznych zespo³ów trakcyjnych serii EN57""";RPLD.01.02.00-00-001/11-00;Regionalny Program Operacyjny Województwa £ódzkiego;RPLD.01.00.00;RPLD.01.02.00;;36,743,553.60;29,872,920.00;25,322,123.08;25,322,123.08;Województwo £ódzkie;7251739344;90-051;£ódŸ;£ódzkie;Powiat m. £ódŸ;18 Tabor kolejowy;wspólnota samorz¹dowa - województwo;01 Obszar miejski;;;2011/04/27;2011/04/29
10-4;10;Projekt;„Inwestycja w tabor kolejowy – zakup trzech zmodernizowanych poci¹gów o napêdzie elektrycznym”;RPLD.01.02.00-00-002/09-02;Regionalny Program Operacyjny Województwa £ódzkiego;RPLD.01.00.00;RPLD.01.02.00;;23,469,980.00;18,950,000.00;16,107,500.00;16,107,500.00;Województwo £ódzkie;7251739344;90-051;£ódŸ;£ódzkie;Powiat m. £ódŸ;18 Tabor kolejowy;wspólnota samorz¹dowa - województwo;01 Obszar miejski;RPLD.01.02.00-00-002/09-05;Nie;2011/01/25;2011/01/28
10-5;10;Projekt;Pañstwowa Stra¿ Po¿arna przyjazna energetycznie œrodowisku - budowa systemów wytwarzania energii ze Ÿróde³ odnawialnych w jednostkach organizacyjnych pañstwowej stra¿y po¿arnej województwa ³ódzkiego;RPLD.02.09.00-00-042/10-01;Regionalny Program Operacyjny Województwa £ódzkiego;RPLD.02.00.00;RPLD.02.09.00;;6,421,470.00;6,421,470.00;5,458,249.50;5,458,249.50;Komenda Wojewódzka Pañstwowej Stra¿y Po¿arnej w £odzi;7270134501;90-521;£ódŸ;£ódzkie;Powiat m. £ódŸ;40 Energia odnawialna: s³oneczna;pañstwowa jednostka organizacyjna;01 Obszar miejski;RPLD.02.09.00-00-042/10-02;Nie;2011/02/23;2011/02/23
10-6;10;Projekt;Forum Promocji Województwa £ódzkiego jako narzêdzie  wspieraj¹ce proces budowy marki regionalnej £ÓDZKIE;RPLD.03.02.00-00-416/10-00;Regionalny Program Operacyjny Województwa £ódzkiego;RPLD.03.00.00;RPLD.03.02.00;;280,000.00;280,000.00;140,000.00;140,000.00;Województwo £ódzkie;7251739344;90-051;£ódŸ;£ódzkie;Powiat m. £ódŸ;09 Inne dzia³ania maj¹ce na celu pobudzanie badañ, innowacji i przedsiêbiorczoœci w MŒP;wspólnota samorz¹dowa - województwo;01 Obszar miejski;;;2011/04/27;2011/05/23
14-5;14;Projekt;ROCZNY PLAN DZIA£AÑ POMOCY TECHNICZNEJ UMWM na 2011 r. w zakresie wsparcia procesów ewaluacji RPO WM;RPMA.08.01.00-14-016/11-01;Regionalny Program Operacyjny Województwa Mazowieckiego;RPMA.08.00.00;RPMA.08.01.00;;600,000.00;600,000.00;510,000.00;510,000.00;Urz¹d Marsza³kowski Województwa Mazowieckiego;5252087227;03-719;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/05;2011/04/11
14-6;14;Projekt;ROCZNY PLAN DZIA£AÑ POMOCY TECHNICZNEJ UMWM na 2011 r. w zakresie wsparcia procesów zarz¹dzania i wdra¿ania RPO WM;RPMA.08.01.00-14-017/11-01;Regionalny Program Operacyjny Województwa Mazowieckiego;RPMA.08.00.00;RPMA.08.01.00;;9,658,000.00;9,658,000.00;8,209,300.00;8,209,300.00;Urz¹d Marsza³kowski Województwa Mazowieckiego;5252087227;03-719;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;RPMA.08.01.00-14-017/11-02;Nie;2011/04/05;2011/04/11
14-7;14;Projekt;ROCZNY PLAN DZIA£AÑ POMOCY TECHNICZNEJ MJWPU na 2011r. w zakresie wsparcia procesów wdra¿ania RPO WM;RPMA.08.01.00-14-018/11-01;Regionalny Program Operacyjny Województwa Mazowieckiego;RPMA.08.00.00;RPMA.08.01.00;;29,542,801.69;29,542,801.69;25,111,381.42;25,111,381.42;Mazowiecka Jednostka Wdra¿ania Programów Unijnych;1132669019;03-301;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;;;2011/03/08;2011/03/17
14-8;14;Projekt;ROCZNY PLAN DZIA£AÑ POMOCY TECHNICZNEJ UMWM na 2011 r. w zakresie dzia³añ informacyjnych i promocyjnych;RPMA.08.02.00-14-015/11-01;Regionalny Program Operacyjny Województwa Mazowieckiego;RPMA.08.00.00;RPMA.08.02.00;;100,000.00;100,000.00;85,000.00;85,000.00;Urz¹d Marsza³kowski Województwa Mazowieckiego;5252087227;03-719;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/05;2011/04/11
