ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
08;;Województwo;Lubuskie;;;;;;7087281.23;7068281.23;6008039.1;6008039.1;;;;;;;;;;;;;
08-04;08;Powiat;Powiat nowosolski;;;;;;560054.83;560054.83;476046.61;476046.61;;;;;;;;;;;;;
08-04-1;08-04;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;227,062.33;227,062.33;193,002.98;193,002.98;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
08-12;08;Powiat;Powiat wschowski;;;;;;560054.83;560054.83;476046.61;476046.61;;;;;;;;;;;;;
08-12-1;08-12;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;227,062.33;227,062.33;193,002.98;193,002.98;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
08-10;08;Powiat;Powiat ¿agañski;;;;;;560054.83;560054.83;476046.61;476046.61;;;;;;;;;;;;;
08-10-1;08-10;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;227,062.33;227,062.33;193,002.98;193,002.98;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
22-07;22;Powiat;Powiat kwidzyñski;;;;;;204499.75;204499.75;173824.79;173824.79;;;;;;;;;;;;;
22-07-1;22-07;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;170,296.75;170,296.75;144,752.24;144,752.24;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
22-09-2;22-09;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;170,296.75;170,296.75;144,752.24;144,752.24;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
22-10-2;22-10;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;170,296.75;170,296.75;144,752.24;144,752.24;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
22-16;22;Powiat;Powiat sztumski;;;;;;204499.75;204499.75;173824.79;173824.79;;;;;;;;;;;;;
22-16-1;22-16;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;170,296.75;170,296.75;144,752.24;144,752.24;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
30-17;30;Powiat;Powiat ostrowski;;;;;;1903410.05;1903410.05;1617898.54;1617898.54;;;;;;;;;;;;;
30-17-1;30-17;Projekt;Drogi dla Natury - aleje przydro¿ne jako korytarze ekologiczne dla pachnicy dêbowej;POIS.05.02.00-00-181/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;681,187.00;681,187.00;579,008.95;579,008.95;Fundacja EkoRozwoju;8990023428;50-134;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);fundacja;00 Nie dotyczy;POIS.05.02.00-00-181/09-03;Nie;2010/03/29;2010/04/12
18-03-2;18-03;Projekt;Przywrócenie dro¿noœci korytarza ekologicznego rzeki Wis³oki i jej dop³ywów;POIS.05.02.00-00-182/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;1,361,744.38;1,361,744.38;1,361,744.38;1,157,482.72;Regionalny Zarz¹d Gospodarki Wodnej w Krakowie;6762129876;31-109;Kraków;Ma³opolskie;Powiat m. Kraków;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.02.00-00-182/09-03;Nie;2010/06/09;2010/11/19
18-05-2;18-05;Projekt;Przywrócenie dro¿noœci korytarza ekologicznego rzeki Wis³oki i jej dop³ywów;POIS.05.02.00-00-182/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.02.00;;1,361,744.38;1,361,744.38;1,361,744.38;1,157,482.72;Regionalny Zarz¹d Gospodarki Wodnej w Krakowie;6762129876;31-109;Kraków;Ma³opolskie;Powiat m. Kraków;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.02.00-00-182/09-03;Nie;2010/06/09;2010/11/19
20-01;20;Powiat;Powiat augustowski;;;;;;107778.45;107778.45;107778.45;91611.68;;;;;;;;;;;;;
20-01-1;20-01;Projekt;Kwartalnik Wigry jako narzêdzie edukacji mieszkañców Wigierskiego PN i jego okolic;POIS.05.04.00-00-059/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;107,778.45;107,778.45;107,778.45;91,611.68;Wigierski Park Narodowy;8441285800;16-400;Suwa³ki;Podlaskie;Powiat m. Suwa³ki / Powiat suwalski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-059/08-07;Nie;2010/02/26;2010/03/19
20-63;20;Powiat;Powiat m. Suwa³ki;;;;;;107778.45;107778.45;107778.45;91611.68;;;;;;;;;;;;;
20-63-1;20-63;Projekt;Kwartalnik Wigry jako narzêdzie edukacji mieszkañców Wigierskiego PN i jego okolic;POIS.05.04.00-00-059/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;107,778.45;107,778.45;107,778.45;91,611.68;Wigierski Park Narodowy;8441285800;16-400;Suwa³ki;Podlaskie;Powiat m. Suwa³ki / Powiat suwalski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-059/08-07;Nie;2010/02/26;2010/03/19
20-09;20;Powiat;Powiat sejneñski;;;;;;107778.45;107778.45;107778.45;91611.68;;;;;;;;;;;;;
20-09-1;20-09;Projekt;Kwartalnik Wigry jako narzêdzie edukacji mieszkañców Wigierskiego PN i jego okolic;POIS.05.04.00-00-059/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;107,778.45;107,778.45;107,778.45;91,611.68;Wigierski Park Narodowy;8441285800;16-400;Suwa³ki;Podlaskie;Powiat m. Suwa³ki / Powiat suwalski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-059/08-07;Nie;2010/02/26;2010/03/19
20-12;20;Powiat;Powiat suwalski;;;;;;107778.45;107778.45;107778.45;91611.68;;;;;;;;;;;;;
20-12-1;20-12;Projekt;Kwartalnik Wigry jako narzêdzie edukacji mieszkañców Wigierskiego PN i jego okolic;POIS.05.04.00-00-059/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;107,778.45;107,778.45;107,778.45;91,611.68;Wigierski Park Narodowy;8441285800;16-400;Suwa³ki;Podlaskie;Powiat m. Suwa³ki / Powiat suwalski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-059/08-07;Nie;2010/02/26;2010/03/19
14-65;14;Powiat;Powiat m. st. Warszawa;;;;;;2276805907.51;1478368843.34;1428230081.5;1221516383.55;;;;;;;;;;;;;
14-65-1;14-65;Projekt;Jestem s¹siadem parku;POIS.05.04.00-00-060/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;103,217.25;103,217.25;103,217.25;87,734.66;Kampinoski Park Narodowy;1180134090;05-080;Izabelin;Mazowieckie;Powiat warszawski zachodni;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-060/08-06;Nie;2010/02/26;2010/06/11
14-14;14;Powiat;Powiat nowodworski;;;;;;103217.25;103217.25;103217.25;87734.66;;;;;;;;;;;;;
14-14-1;14-14;Projekt;Jestem s¹siadem parku;POIS.05.04.00-00-060/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;103,217.25;103,217.25;103,217.25;87,734.66;Kampinoski Park Narodowy;1180134090;05-080;Izabelin;Mazowieckie;Powiat warszawski zachodni;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-060/08-06;Nie;2010/02/26;2010/06/11
14-28;14;Powiat;Powiat sochaczewski;;;;;;103217.25;103217.25;103217.25;87734.66;;;;;;;;;;;;;
14-28-1;14-28;Projekt;Jestem s¹siadem parku;POIS.05.04.00-00-060/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;103,217.25;103,217.25;103,217.25;87,734.66;Kampinoski Park Narodowy;1180134090;05-080;Izabelin;Mazowieckie;Powiat warszawski zachodni;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-060/08-06;Nie;2010/02/26;2010/06/11
14-32;14;Powiat;Powiat warszawski zachodni;;;;;;103217.25;103217.25;103217.25;87734.66;;;;;;;;;;;;;
14-32-1;14-32;Projekt;Jestem s¹siadem parku;POIS.05.04.00-00-060/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;103,217.25;103,217.25;103,217.25;87,734.66;Kampinoski Park Narodowy;1180134090;05-080;Izabelin;Mazowieckie;Powiat warszawski zachodni;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-060/08-06;Nie;2010/02/26;2010/06/11
04-03-2;04-03;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;57,005.00;57,005.00;48,454.25;48,454.25;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
04-04-2;04-04;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;57,005.00;57,005.00;48,454.25;48,454.25;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
04-14-2;04-14;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;57,005.00;57,005.00;48,454.25;48,454.25;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
22-01;22;Powiat;Powiat bytowski;;;;;;1230503.0;1230503.0;1045927.55;1045927.55;;;;;;;;;;;;;
22-01-1;22-01;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;34,203.00;34,203.00;29,072.55;29,072.55;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
22-07-2;22-07;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;34,203.00;34,203.00;29,072.55;29,072.55;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
22-08;22;Powiat;Powiat lêborski;;;;;;5494258.71;5494258.71;4670119.89;4670119.89;;;;;;;;;;;;;
22-08-1;22-08;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;34,203.00;34,203.00;29,072.55;29,072.55;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
22-12;22;Powiat;Powiat s³upski;;;;;;34203.0;34203.0;29072.55;29072.55;;;;;;;;;;;;;
22-12-1;22-12;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;34,203.00;34,203.00;29,072.55;29,072.55;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
22-16-2;22-16;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;34,203.00;34,203.00;29,072.55;29,072.55;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
28-07;28;Powiat;Powiat i³awski;;;;;;85507.5;85507.5;72681.38;72681.38;;;;;;;;;;;;;
28-07-1;28-07;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;85,507.50;85,507.50;72,681.38;72,681.38;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
28-15;28;Powiat;Powiat ostródzki;;;;;;85507.5;85507.5;72681.38;72681.38;;;;;;;;;;;;;
28-15-1;28-15;Projekt;Walory Przyrodnicze Obszarów Chronionych - warsztaty szkoleniowe dla spo³ecznoœci lokalnych;POIS.05.04.00-00-061/08-02;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;85,507.50;85,507.50;72,681.38;72,681.38;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);wojewódzka samorz¹dowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-061/08-05;Nie;2010/11/29;2010/12/20
12-11-3;12-11;Projekt;Akademia Tatry - kszta³towanie postaw ekologicznych ró¿nych grup u¿ytkowników Tatr;POIS.05.04.00-00-253/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;319,466.76;319,466.76;319,466.76;271,546.75;Tatrzañski Park Narodowy;7361079469;34-500;Zakopane;Ma³opolskie;Powiat tatrzañski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-253/09-02;Nie;2010/06/28;2010/06/30
12-17-3;12-17;Projekt;Akademia Tatry - kszta³towanie postaw ekologicznych ró¿nych grup u¿ytkowników Tatr;POIS.05.04.00-00-253/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.05.00.00;POIS.05.04.00;;319,466.76;319,466.76;319,466.76;271,546.75;Tatrzañski Park Narodowy;7361079469;34-500;Zakopane;Ma³opolskie;Powiat tatrzañski;51 Promowanie bioró¿norodnoœci i ochrony przyrody (w tym NATURA 2000);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.05.04.00-00-253/09-02;Nie;2010/06/28;2010/06/30
24-01;24;Powiat;Powiat bêdziñski;;;;;;872906653.99;861118087.7;861118087.7;731950374.55;;;;;;;;;;;;;
24-01-1;24-01;Projekt;Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Soœnica;POIS.06.01.00-00-022/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;872,906,653.99;861,118,087.70;861,118,087.70;731,950,374.55;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-022/09-08-K01;Nie;2010/04/22;2010/04/26
24-62;24;Powiat;Powiat m. Bytom;;;;;;872906653.99;861118087.7;861118087.7;731950374.55;;;;;;;;;;;;;
24-62-1;24-62;Projekt;Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Soœnica;POIS.06.01.00-00-022/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;872,906,653.99;861,118,087.70;861,118,087.70;731,950,374.55;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-022/09-08-K01;Nie;2010/04/22;2010/04/26
24-66;24;Powiat;Powiat m. Gliwice;;;;;;874614593.99;862826027.7;862826027.7;733402123.55;;;;;;;;;;;;;
24-66-1;24-66;Projekt;Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Soœnica;POIS.06.01.00-00-022/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;872,906,653.99;861,118,087.70;861,118,087.70;731,950,374.55;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-022/09-08-K01;Nie;2010/04/22;2010/04/26
24-71;24;Powiat;Powiat m. Piekary Œl¹skie;;;;;;872906653.99;861118087.7;861118087.7;731950374.55;;;;;;;;;;;;;
24-71-1;24-71;Projekt;Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Soœnica;POIS.06.01.00-00-022/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;872,906,653.99;861,118,087.70;861,118,087.70;731,950,374.55;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-022/09-08-K01;Nie;2010/04/22;2010/04/26
24-78;24;Powiat;Powiat m. Zabrze;;;;;;872906653.99;861118087.7;861118087.7;731950374.55;;;;;;;;;;;;;
24-78-1;24-78;Projekt;Budowa autostrady A1, odcinek Pyrzowice - Maciejów - Soœnica;POIS.06.01.00-00-022/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;872,906,653.99;861,118,087.70;861,118,087.70;731,950,374.55;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-022/09-08-K01;Nie;2010/04/22;2010/04/26
14-65-2;14-65;Projekt;Budowa drogi S2 wêze³ Konotopa-Wêze³ Pu³awska wraz z odcinkiem wêze³ Lotnisko-wêze³ Marynarska S79;POIS.06.01.00-00-027/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;2,153,543,429.99;1,377,988,102.42;1,377,988,102.42;1,171,289,887.06;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;22 Drogi krajowe;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-027/09-02;Nie;2010/09/29;2010/10/04
14-12;14;Powiat;Powiat miñski;;;;;;888282660.27;809021012.43;758882250.59;652570727.27;;;;;;;;;;;;;
14-12-1;14-12;Projekt;Budowa autostrady A2 na odcinku obwodnicy Miñska Mazowieckiego.;POIS.06.01.00-00-030/10-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.06.00.00;POIS.06.01.00;;765,123,400.00;708,743,488.76;708,743,488.76;602,431,965.44;Generalna Dyrekcja Dróg Krajowych i Autostrad;5262605735;00-848;Warszawa;Mazowieckie;Powiat m. st. Warszawa;21 Autostrady (sieci TEN-T);pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.06.01.00-00-030/10-02;Nie;2010/09/01;2010/09/03
14-08;14;Powiat;Powiat legionowski;;;;;;123159260.27;100277523.67;50138761.83;50138761.83;;;;;;;;;;;;;
14-08-1;14-08;Projekt;Uruchomienie obs³ugi transportem kolejowym Lotniska Okêcie im. Fryderyka Chopina;POIS.07.03.00-00-002/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.07.00.00;POIS.07.03.00;;123,159,260.27;100,277,523.67;50,138,761.83;50,138,761.83;Szybka Kolej Miejska Sp. z o.o.;9512109615;03-808;Warszawa;Mazowieckie;Powiat m. st. Warszawa;52 Promowanie czystego transportu miejskiego;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.07.03.00-00-002/09-03;Nie;2010/07/22;2010/07/26
